#chr	start	end	geneID	strand	TSS	TES	dist_closest_edge	dist_TSS	dist_TES	overlap_transcript	overlap_promoter
chr1	24609923	24609992	AK082264_C230030N03Rik	+	34735043	34781084	10125051	10125051	10171092	0	0
chr1	24730996	24731077	AK015559_4930472D16Rik	-	25021989	25020851	289774	290912	289774	0	0
chr1	24730996	24731077	BC070446_Fam135a	-	24107170	24017617	623826	623826	713379	0	0
chr1	24730996	24731077	BC070435_Fam123c	+	34620070	34671545	9888993	9888993	9940468	0	0
chr1	24730996	24731077	AK082264_C230030N03Rik	+	34735043	34781084	10003966	10003966	10050007	0	0
chr1	26734195	26734485	AK015559_4930472D16Rik	-	25021989	25020851	1712206	1712206	1713344	0	0
chr1	26734195	26734485	BC070446_Fam135a	-	24107170	24017617	2627025	2627025	2716578	0	0
chr1	26734195	26734485	BC070435_Fam123c	+	34620070	34671545	7885585	7885585	7937060	0	0
chr1	26734195	26734485	AK082264_C230030N03Rik	+	34735043	34781084	8000558	8000558	8046599	0	0
chr1	34206924	34207100	BC070435_Fam123c	+	34620070	34671545	412970	412970	464445	0	0
chr1	34206924	34207100	AK082264_C230030N03Rik	+	34735043	34781084	527943	527943	573984	0	0
chr1	34206924	34207100	BC043098_Fam168b	-	34917183	34870072	662972	710083	662972	0	0
chr1	34206924	34207100	BC050813_4921511C04Rik	+	37157481	37244861	2950381	2950381	3037761	0	0
chr1	34206924	34207100	BC070435_Fam123c	+	34620070	34671545	412970	412970	464445	0	0
chr1	34206924	34207100	AK082264_C230030N03Rik	+	34735043	34781084	527943	527943	573984	0	0
chr1	34206924	34207100	BC043098_Fam168b	-	34917183	34870072	662972	710083	662972	0	0
chr1	34206924	34207100	BC050813_4921511C04Rik	+	37157481	37244861	2950381	2950381	3037761	0	0
chr1	36106813	36107058	BC050813_4921511C04Rik	+	37157481	37244861	1050423	1050423	1137803	0	0
chr1	36106813	36107058	BC043098_Fam168b	-	34917183	34870072	1189630	1189630	1236741	0	0
chr1	36106813	36107058	AK082264_C230030N03Rik	+	34735043	34781084	1325729	1371770	1325729	0	0
chr1	36106813	36107058	BC070435_Fam123c	+	34620070	34671545	1435268	1486743	1435268	0	0
chr1	39492140	39492513	BC049091_D1Bwg0212e	+	39592545	39603734	100032	100032	111221	0	0
chr1	39492140	39492513	BC072639_2010300C02Rik	-	37776659	37646877	1715481	1715481	1845263	0	0
chr1	39492140	39492513	BC050813_4921511C04Rik	+	37157481	37244861	2247279	2334659	2247279	0	0
chr1	39492140	39492513	BC058417_2610017I09Rik	-	42751667	42648822	3156309	3259154	3156309	0	0
chr1	39492140	39492513	BC049091_D1Bwg0212e	+	39592545	39603734	100032	100032	111221	0	0
chr1	39492140	39492513	BC072639_2010300C02Rik	-	37776659	37646877	1715481	1715481	1845263	0	0
chr1	39492140	39492513	BC050813_4921511C04Rik	+	37157481	37244861	2247279	2334659	2247279	0	0
chr1	39492140	39492513	BC058417_2610017I09Rik	-	42751667	42648822	3156309	3259154	3156309	0	0
chr1	40325917	40326123	BC049091_D1Bwg0212e	+	39592545	39603734	722183	733372	722183	0	0
chr1	40325917	40326123	BC058417_2610017I09Rik	-	42751667	42648822	2322699	2425544	2322699	0	0
chr1	40325917	40326123	BC072639_2010300C02Rik	-	37776659	37646877	2549258	2549258	2679040	0	0
chr1	40325917	40326123	BC006931_AI597479	+	43153807	43172843	2827684	2827684	2846720	0	0
chr1	40325917	40326123	BC049091_D1Bwg0212e	+	39592545	39603734	722183	733372	722183	0	0
chr1	40325917	40326123	BC058417_2610017I09Rik	-	42751667	42648822	2322699	2425544	2322699	0	0
chr1	40325917	40326123	BC072639_2010300C02Rik	-	37776659	37646877	2549258	2549258	2679040	0	0
chr1	40325917	40326123	BC006931_AI597479	+	43153807	43172843	2827684	2827684	2846720	0	0
chr1	40325917	40326123	BC049091_D1Bwg0212e	+	39592545	39603734	722183	733372	722183	0	0
chr1	40325917	40326123	BC058417_2610017I09Rik	-	42751667	42648822	2322699	2425544	2322699	0	0
chr1	40325917	40326123	BC072639_2010300C02Rik	-	37776659	37646877	2549258	2549258	2679040	0	0
chr1	40325917	40326123	BC006931_AI597479	+	43153807	43172843	2827684	2827684	2846720	0	0
chr1	44195449	44195639	BC006931_AI597479	+	43153807	43172843	1022606	1041642	1022606	0	0
chr1	44195449	44195639	BC058417_2610017I09Rik	-	42751667	42648822	1443782	1443782	1546627	0	0
chr1	44195449	44195639	BC049091_D1Bwg0212e	+	39592545	39603734	4591715	4602904	4591715	0	0
chr1	44195449	44195639	BC072639_2010300C02Rik	-	37776659	37646877	6418790	6418790	6548572	0	0
chr1	44195449	44195639	BC006931_AI597479	+	43153807	43172843	1022606	1041642	1022606	0	0
chr1	44195449	44195639	BC058417_2610017I09Rik	-	42751667	42648822	1443782	1443782	1546627	0	0
chr1	44195449	44195639	BC049091_D1Bwg0212e	+	39592545	39603734	4591715	4602904	4591715	0	0
chr1	44195449	44195639	BC072639_2010300C02Rik	-	37776659	37646877	6418790	6418790	6548572	0	0
chr1	52625416	52625560	BC071241_9430016H08Rik	+	57463192	57497936	4837632	4837632	4872376	0	0
chr1	52625416	52625560	BC006931_AI597479	+	43153807	43172843	9452573	9471609	9452573	0	0
chr1	52625416	52625560	BC058417_2610017I09Rik	-	42751667	42648822	9873749	9873749	9976594	0	0
chr1	52625416	52625560	BC051128_4921521F21Rik	-	65079312	65059273	12433713	12453752	12433713	0	0
chr1	52625416	52625560	BC071241_9430016H08Rik	+	57463192	57497936	4837632	4837632	4872376	0	0
chr1	52625416	52625560	BC006931_AI597479	+	43153807	43172843	9452573	9471609	9452573	0	0
chr1	52625416	52625560	BC058417_2610017I09Rik	-	42751667	42648822	9873749	9873749	9976594	0	0
chr1	52625416	52625560	BC051128_4921521F21Rik	-	65079312	65059273	12433713	12453752	12433713	0	0
chr1	52625416	52625560	BC071241_9430016H08Rik	+	57463192	57497936	4837632	4837632	4872376	0	0
chr1	52625416	52625560	BC006931_AI597479	+	43153807	43172843	9452573	9471609	9452573	0	0
chr1	52625416	52625560	BC058417_2610017I09Rik	-	42751667	42648822	9873749	9873749	9976594	0	0
chr1	52625416	52625560	BC051128_4921521F21Rik	-	65079312	65059273	12433713	12453752	12433713	0	0
chr1	54631692	54631815	BC071241_9430016H08Rik	+	57463192	57497936	2831377	2831377	2866121	0	0
chr1	54631692	54631815	BC051128_4921521F21Rik	-	65079312	65059273	10427458	10447497	10427458	0	0
chr1	54631692	54631815	BC006931_AI597479	+	43153807	43172843	11458849	11477885	11458849	0	0
chr1	54631692	54631815	BC058417_2610017I09Rik	-	42751667	42648822	11880025	11880025	11982870	0	0
chr1	55283572	55283675	BC071241_9430016H08Rik	+	57463192	57497936	2179517	2179517	2214261	0	0
chr1	55283572	55283675	BC051128_4921521F21Rik	-	65079312	65059273	9775598	9795637	9775598	0	0
chr1	55283572	55283675	BC006931_AI597479	+	43153807	43172843	12110729	12129765	12110729	0	0
chr1	55283572	55283675	BC058417_2610017I09Rik	-	42751667	42648822	12531905	12531905	12634750	0	0
chr1	55283572	55283675	BC071241_9430016H08Rik	+	57463192	57497936	2179517	2179517	2214261	0	0
chr1	55283572	55283675	BC051128_4921521F21Rik	-	65079312	65059273	9775598	9795637	9775598	0	0
chr1	55283572	55283675	BC006931_AI597479	+	43153807	43172843	12110729	12129765	12110729	0	0
chr1	55283572	55283675	BC058417_2610017I09Rik	-	42751667	42648822	12531905	12531905	12634750	0	0
chr1	63664888	63665018	BC051128_4921521F21Rik	-	65079312	65059273	1394255	1414294	1394255	0	0
chr1	63664888	63665018	BC071241_9430016H08Rik	+	57463192	57497936	6166952	6201696	6166952	0	0
chr1	63664888	63665018	BC021773_Glb1l	-	75207353	75193364	11528346	11542335	11528346	0	0
chr1	63664888	63665018	BC034187_BC035947	-	78497758	78493611	14828593	14832740	14828593	0	0
chr1	72769824	72770056	BC021773_Glb1l	-	75207353	75193364	2423308	2437297	2423308	0	0
chr1	72769824	72770056	BC034187_BC035947	-	78497758	78493611	5723555	5727702	5723555	0	0
chr1	72769824	72770056	BC051128_4921521F21Rik	-	65079312	65059273	7690512	7690512	7710551	0	0
chr1	72769824	72770056	BC052931_A630001G21Rik	-	87674840	87601462	14831406	14904784	14831406	0	0
chr1	72770058	72770226	BC021773_Glb1l	-	75207353	75193364	2423138	2437127	2423138	0	0
chr1	72770058	72770226	BC034187_BC035947	-	78497758	78493611	5723385	5727532	5723385	0	0
chr1	72770058	72770226	BC051128_4921521F21Rik	-	65079312	65059273	7690746	7690746	7710785	0	0
chr1	72770058	72770226	BC052931_A630001G21Rik	-	87674840	87601462	14831236	14904614	14831236	0	0
chr1	72815517	72815742	BC021773_Glb1l	-	75207353	75193364	2377622	2391611	2377622	0	0
chr1	72815517	72815742	BC034187_BC035947	-	78497758	78493611	5677869	5682016	5677869	0	0
chr1	72815517	72815742	BC051128_4921521F21Rik	-	65079312	65059273	7736205	7736205	7756244	0	0
chr1	72815517	72815742	BC052931_A630001G21Rik	-	87674840	87601462	14785720	14859098	14785720	0	0
chr1	75481920	75482054	BC021773_Glb1l	-	75207353	75193364	274567	274567	288556	0	0
chr1	75481920	75482054	BC034187_BC035947	-	78497758	78493611	3011557	3015704	3011557	0	0
chr1	75481920	75482054	BC051128_4921521F21Rik	-	65079312	65059273	10402608	10402608	10422647	0	0
chr1	75481920	75482054	BC052931_A630001G21Rik	-	87674840	87601462	12119408	12192786	12119408	0	0
chr1	75481920	75482054	BC021773_Glb1l	-	75207353	75193364	274567	274567	288556	0	0
chr1	75481920	75482054	BC034187_BC035947	-	78497758	78493611	3011557	3015704	3011557	0	0
chr1	75481920	75482054	BC051128_4921521F21Rik	-	65079312	65059273	10402608	10402608	10422647	0	0
chr1	75481920	75482054	BC052931_A630001G21Rik	-	87674840	87601462	12119408	12192786	12119408	0	0
chr1	77457642	77457791	BC034187_BC035947	-	78497758	78493611	1035820	1039967	1035820	0	0
chr1	77457642	77457791	BC021773_Glb1l	-	75207353	75193364	2250289	2250289	2264278	0	0
chr1	77457642	77457791	BC052931_A630001G21Rik	-	87674840	87601462	10143671	10217049	10143671	0	0
chr1	77457642	77457791	AK080193_A530079E22Rik	-	89403491	89401837	11944046	11945700	11944046	0	0
chr1	78630893	78631160	BC034187_BC035947	-	78497758	78493611	133135	133135	137282	0	0
chr1	78630893	78631160	BC021773_Glb1l	-	75207353	75193364	3423540	3423540	3437529	0	0
chr1	78630893	78631160	BC052931_A630001G21Rik	-	87674840	87601462	8970302	9043680	8970302	0	0
chr1	78630893	78631160	AK080193_A530079E22Rik	-	89403491	89401837	10770677	10772331	10770677	0	0
chr1	78630893	78631160	BC034187_BC035947	-	78497758	78493611	133135	133135	137282	0	0
chr1	78630893	78631160	BC021773_Glb1l	-	75207353	75193364	3423540	3423540	3437529	0	0
chr1	78630893	78631160	BC052931_A630001G21Rik	-	87674840	87601462	8970302	9043680	8970302	0	0
chr1	78630893	78631160	AK080193_A530079E22Rik	-	89403491	89401837	10770677	10772331	10770677	0	0
chr1	78630893	78631160	BC034187_BC035947	-	78497758	78493611	133135	133135	137282	0	0
chr1	78630893	78631160	BC021773_Glb1l	-	75207353	75193364	3423540	3423540	3437529	0	0
chr1	78630893	78631160	BC052931_A630001G21Rik	-	87674840	87601462	8970302	9043680	8970302	0	0
chr1	78630893	78631160	AK080193_A530079E22Rik	-	89403491	89401837	10770677	10772331	10770677	0	0
chr1	78630893	78631160	BC034187_BC035947	-	78497758	78493611	133135	133135	137282	0	0
chr1	78630893	78631160	BC021773_Glb1l	-	75207353	75193364	3423540	3423540	3437529	0	0
chr1	78630893	78631160	BC052931_A630001G21Rik	-	87674840	87601462	8970302	9043680	8970302	0	0
chr1	78630893	78631160	AK080193_A530079E22Rik	-	89403491	89401837	10770677	10772331	10770677	0	0
chr1	88408969	88409267	BC052931_A630001G21Rik	-	87674840	87601462	734129	734129	807507	0	0
chr1	88408969	88409267	AK080193_A530079E22Rik	-	89403491	89401837	992570	994224	992570	0	0
chr1	88408969	88409267	AF064749_Col6a3	-	92800755	92566771	4157504	4391488	4157504	0	0
chr1	88408969	88409267	BC034187_BC035947	-	78497758	78493611	9911211	9911211	9915358	0	0
chr1	89989553	89989714	AK080193_A530079E22Rik	-	89403491	89401837	586062	586062	587716	0	0
chr1	89989553	89989714	BC052931_A630001G21Rik	-	87674840	87601462	2314713	2314713	2388091	0	0
chr1	89989553	89989714	AF064749_Col6a3	-	92800755	92566771	2577057	2811041	2577057	0	0
chr1	89989553	89989714	BC023951_D1Ertd622e	-	99558631	99540054	9550340	9568917	9550340	0	0
chr1	89989553	89989714	AK080193_A530079E22Rik	-	89403491	89401837	586062	586062	587716	0	0
chr1	89989553	89989714	BC052931_A630001G21Rik	-	87674840	87601462	2314713	2314713	2388091	0	0
chr1	89989553	89989714	AF064749_Col6a3	-	92800755	92566771	2577057	2811041	2577057	0	0
chr1	89989553	89989714	BC023951_D1Ertd622e	-	99558631	99540054	9550340	9568917	9550340	0	0
chr1	89989553	89989714	AK080193_A530079E22Rik	-	89403491	89401837	586062	586062	587716	0	0
chr1	89989553	89989714	BC052931_A630001G21Rik	-	87674840	87601462	2314713	2314713	2388091	0	0
chr1	89989553	89989714	AF064749_Col6a3	-	92800755	92566771	2577057	2811041	2577057	0	0
chr1	89989553	89989714	BC023951_D1Ertd622e	-	99558631	99540054	9550340	9568917	9550340	0	0
chr1	89989553	89989714	AK080193_A530079E22Rik	-	89403491	89401837	586062	586062	587716	0	0
chr1	89989553	89989714	BC052931_A630001G21Rik	-	87674840	87601462	2314713	2314713	2388091	0	0
chr1	89989553	89989714	AF064749_Col6a3	-	92800755	92566771	2577057	2811041	2577057	0	0
chr1	89989553	89989714	BC023951_D1Ertd622e	-	99558631	99540054	9550340	9568917	9550340	0	0
chr1	89989553	89989714	AK080193_A530079E22Rik	-	89403491	89401837	586062	586062	587716	0	0
chr1	89989553	89989714	BC052931_A630001G21Rik	-	87674840	87601462	2314713	2314713	2388091	0	0
chr1	89989553	89989714	AF064749_Col6a3	-	92800755	92566771	2577057	2811041	2577057	0	0
chr1	89989553	89989714	BC023951_D1Ertd622e	-	99558631	99540054	9550340	9568917	9550340	0	0
chr1	90412932	90413132	AK080193_A530079E22Rik	-	89403491	89401837	1009441	1009441	1011095	0	0
chr1	90412932	90413132	AF064749_Col6a3	-	92800755	92566771	2153639	2387623	2153639	0	0
chr1	90412932	90413132	BC052931_A630001G21Rik	-	87674840	87601462	2738092	2738092	2811470	0	0
chr1	90412932	90413132	BC023951_D1Ertd622e	-	99558631	99540054	9126922	9145499	9126922	0	0
chr1	90592499	90592629	AK080193_A530079E22Rik	-	89403491	89401837	1189008	1189008	1190662	0	0
chr1	90592499	90592629	AF064749_Col6a3	-	92800755	92566771	1974142	2208126	1974142	0	0
chr1	90592499	90592629	BC052931_A630001G21Rik	-	87674840	87601462	2917659	2917659	2991037	0	0
chr1	90592499	90592629	BC023951_D1Ertd622e	-	99558631	99540054	8947425	8966002	8947425	0	0
chr1	91496003	91496145	AF064749_Col6a3	-	92800755	92566771	1070626	1304610	1070626	0	0
chr1	91496003	91496145	AK080193_A530079E22Rik	-	89403491	89401837	2092512	2092512	2094166	0	0
chr1	91496003	91496145	BC052931_A630001G21Rik	-	87674840	87601462	3821163	3821163	3894541	0	0
chr1	91496003	91496145	BC023951_D1Ertd622e	-	99558631	99540054	8043909	8062486	8043909	0	0
chr1	91496003	91496145	AF064749_Col6a3	-	92800755	92566771	1070626	1304610	1070626	0	0
chr1	91496003	91496145	AK080193_A530079E22Rik	-	89403491	89401837	2092512	2092512	2094166	0	0
chr1	91496003	91496145	BC052931_A630001G21Rik	-	87674840	87601462	3821163	3821163	3894541	0	0
chr1	91496003	91496145	BC023951_D1Ertd622e	-	99558631	99540054	8043909	8062486	8043909	0	0
chr1	91496155	91496319	AF064749_Col6a3	-	92800755	92566771	1070452	1304436	1070452	0	0
chr1	91496155	91496319	AK080193_A530079E22Rik	-	89403491	89401837	2092664	2092664	2094318	0	0
chr1	91496155	91496319	BC052931_A630001G21Rik	-	87674840	87601462	3821315	3821315	3894693	0	0
chr1	91496155	91496319	BC023951_D1Ertd622e	-	99558631	99540054	8043735	8062312	8043735	0	0
chr1	91496155	91496319	AF064749_Col6a3	-	92800755	92566771	1070452	1304436	1070452	0	0
chr1	91496155	91496319	AK080193_A530079E22Rik	-	89403491	89401837	2092664	2092664	2094318	0	0
chr1	91496155	91496319	BC052931_A630001G21Rik	-	87674840	87601462	3821315	3821315	3894693	0	0
chr1	91496155	91496319	BC023951_D1Ertd622e	-	99558631	99540054	8043735	8062312	8043735	0	0
chr1	92070253	92070431	AF064749_Col6a3	-	92800755	92566771	496340	730324	496340	0	0
chr1	92070253	92070431	AK080193_A530079E22Rik	-	89403491	89401837	2666762	2666762	2668416	0	0
chr1	92070253	92070431	BC052931_A630001G21Rik	-	87674840	87601462	4395413	4395413	4468791	0	0
chr1	92070253	92070431	BC023951_D1Ertd622e	-	99558631	99540054	7469623	7488200	7469623	0	0
chr1	92070253	92070431	AF064749_Col6a3	-	92800755	92566771	496340	730324	496340	0	0
chr1	92070253	92070431	AK080193_A530079E22Rik	-	89403491	89401837	2666762	2666762	2668416	0	0
chr1	92070253	92070431	BC052931_A630001G21Rik	-	87674840	87601462	4395413	4395413	4468791	0	0
chr1	92070253	92070431	BC023951_D1Ertd622e	-	99558631	99540054	7469623	7488200	7469623	0	0
chr1	95186508	95186637	AF064749_Col6a3	-	92800755	92566771	2385753	2385753	2619737	0	0
chr1	95186508	95186637	BC023951_D1Ertd622e	-	99558631	99540054	4353417	4371994	4353417	0	0
chr1	95186508	95186637	AK080193_A530079E22Rik	-	89403491	89401837	5783017	5783017	5784671	0	0
chr1	95186508	95186637	BC052931_A630001G21Rik	-	87674840	87601462	7511668	7511668	7585046	0	0
chr1	95186508	95186637	AF064749_Col6a3	-	92800755	92566771	2385753	2385753	2619737	0	0
chr1	95186508	95186637	BC023951_D1Ertd622e	-	99558631	99540054	4353417	4371994	4353417	0	0
chr1	95186508	95186637	AK080193_A530079E22Rik	-	89403491	89401837	5783017	5783017	5784671	0	0
chr1	95186508	95186637	BC052931_A630001G21Rik	-	87674840	87601462	7511668	7511668	7585046	0	0
chr1	108747519	108747791	BC059254_Phlpp	+	108042052	108306367	441152	705467	441152	0	0
chr1	108747519	108747791	BC023951_D1Ertd622e	-	99558631	99540054	9188888	9188888	9207465	0	0
chr1	108747519	108747791	BC028767_3110009E18Rik	+	122017764	122114603	13269973	13269973	13366812	0	0
chr1	108747519	108747791	AF064749_Col6a3	-	92800755	92566771	15946764	15946764	16180748	0	0
chr1	108747519	108747791	BC059254_Phlpp	+	108042052	108306367	441152	705467	441152	0	0
chr1	108747519	108747791	BC023951_D1Ertd622e	-	99558631	99540054	9188888	9188888	9207465	0	0
chr1	108747519	108747791	BC028767_3110009E18Rik	+	122017764	122114603	13269973	13269973	13366812	0	0
chr1	108747519	108747791	AF064749_Col6a3	-	92800755	92566771	15946764	15946764	16180748	0	0
chr1	108747519	108747791	BC059254_Phlpp	+	108042052	108306367	441152	705467	441152	0	0
chr1	108747519	108747791	BC023951_D1Ertd622e	-	99558631	99540054	9188888	9188888	9207465	0	0
chr1	108747519	108747791	BC028767_3110009E18Rik	+	122017764	122114603	13269973	13269973	13366812	0	0
chr1	108747519	108747791	AF064749_Col6a3	-	92800755	92566771	15946764	15946764	16180748	0	0
chr1	120760212	120760461	BC028767_3110009E18Rik	+	122017764	122114603	1257303	1257303	1354142	0	0
chr1	120760212	120760461	BC059254_Phlpp	+	108042052	108306367	12453845	12718160	12453845	0	0
chr1	120760212	120760461	BC053100_5730559C18Rik	-	138130841	138110108	17349647	17370380	17349647	0	0
chr1	120760212	120760461	BC023951_D1Ertd622e	-	99558631	99540054	21201581	21201581	21220158	0	0
chr1	132950929	132951247	BC053100_5730559C18Rik	-	138130841	138110108	5158861	5179594	5158861	0	0
chr1	132950929	132951247	BC028767_3110009E18Rik	+	122017764	122114603	10836326	10933165	10836326	0	0
chr1	132950929	132951247	BC059254_Phlpp	+	108042052	108306367	24644562	24908877	24644562	0	0
chr1	132950929	132951247	BC055845_2810025M15Rik	+	159342483	159350353	26391236	26391236	26399106	0	0
chr1	133114860	133115015	BC053100_5730559C18Rik	-	138130841	138110108	4995093	5015826	4995093	0	0
chr1	133114860	133115015	BC028767_3110009E18Rik	+	122017764	122114603	11000257	11097096	11000257	0	0
chr1	133114860	133115015	BC059254_Phlpp	+	108042052	108306367	24808493	25072808	24808493	0	0
chr1	133114860	133115015	BC055845_2810025M15Rik	+	159342483	159350353	26227468	26227468	26235338	0	0
chr1	135582677	135582828	BC053100_5730559C18Rik	-	138130841	138110108	2527280	2548013	2527280	0	0
chr1	135582677	135582828	BC028767_3110009E18Rik	+	122017764	122114603	13468074	13564913	13468074	0	0
chr1	135582677	135582828	BC055845_2810025M15Rik	+	159342483	159350353	23759655	23759655	23767525	0	0
chr1	135582677	135582828	BC059254_Phlpp	+	108042052	108306367	27276310	27540625	27276310	0	0
chr1	135851853	135852218	BC053100_5730559C18Rik	-	138130841	138110108	2257890	2278623	2257890	0	0
chr1	135851853	135852218	BC028767_3110009E18Rik	+	122017764	122114603	13737250	13834089	13737250	0	0
chr1	135851853	135852218	BC055845_2810025M15Rik	+	159342483	159350353	23490265	23490265	23498135	0	0
chr1	135851853	135852218	BC049713_Ankrd45	+	163072817	163099826	27220599	27220599	27247608	0	0
chr1	135851853	135852218	BC053100_5730559C18Rik	-	138130841	138110108	2257890	2278623	2257890	0	0
chr1	135851853	135852218	BC028767_3110009E18Rik	+	122017764	122114603	13737250	13834089	13737250	0	0
chr1	135851853	135852218	BC055845_2810025M15Rik	+	159342483	159350353	23490265	23490265	23498135	0	0
chr1	135851853	135852218	BC049713_Ankrd45	+	163072817	163099826	27220599	27220599	27247608	0	0
chr1	136956468	136956598	BC053100_5730559C18Rik	-	138130841	138110108	1153510	1174243	1153510	0	0
chr1	136956468	136956598	BC028767_3110009E18Rik	+	122017764	122114603	14841865	14938704	14841865	0	0
chr1	136956468	136956598	BC055845_2810025M15Rik	+	159342483	159350353	22385885	22385885	22393755	0	0
chr1	136956468	136956598	BC049713_Ankrd45	+	163072817	163099826	26116219	26116219	26143228	0	0
chr1	138437726	138437860	BC053100_5730559C18Rik	-	138130841	138110108	306885	306885	327618	0	0
chr1	138437726	138437860	BC028767_3110009E18Rik	+	122017764	122114603	16323123	16419962	16323123	0	0
chr1	138437726	138437860	BC055845_2810025M15Rik	+	159342483	159350353	20904623	20904623	20912493	0	0
chr1	138437726	138437860	BC049713_Ankrd45	+	163072817	163099826	24634957	24634957	24661966	0	0
chr1	138437726	138437860	BC053100_5730559C18Rik	-	138130841	138110108	306885	306885	327618	0	0
chr1	138437726	138437860	BC028767_3110009E18Rik	+	122017764	122114603	16323123	16419962	16323123	0	0
chr1	138437726	138437860	BC055845_2810025M15Rik	+	159342483	159350353	20904623	20904623	20912493	0	0
chr1	138437726	138437860	BC049713_Ankrd45	+	163072817	163099826	24634957	24634957	24661966	0	0
chr1	140381656	140381785	BC053100_5730559C18Rik	-	138130841	138110108	2250815	2250815	2271548	0	0
chr1	140381656	140381785	BC028767_3110009E18Rik	+	122017764	122114603	18267053	18363892	18267053	0	0
chr1	140381656	140381785	BC055845_2810025M15Rik	+	159342483	159350353	18960698	18960698	18968568	0	0
chr1	140381656	140381785	BC049713_Ankrd45	+	163072817	163099826	22691032	22691032	22718041	0	0
chr1	145591041	145591176	BC053100_5730559C18Rik	-	138130841	138110108	7460200	7460200	7480933	0	0
chr1	145591041	145591176	BC055845_2810025M15Rik	+	159342483	159350353	13751307	13751307	13759177	0	0
chr1	145591041	145591176	BC049713_Ankrd45	+	163072817	163099826	17481641	17481641	17508650	0	0
